Year,Month,Day,APCode,Snow,Prcp
2008,9,2,STL,0.0,0.0
2008,9,2,MCI,0.0,208.0
2008,9,2,MCO,0.0,0.0
2008,9,2,MDW,0.0,0.0
2008,9,2,OKC,0.0,0.0
2008,9,2,OMA,0.0,15.0
2008,9,2,PHL,0.0,0.0
2008,9,2,PHX,0.0,0.0
2008,9,2,SDF,0.0,0.0
2008,9,2,SLC,0.0,0.0
2008,9,2,TPA,0.0,0.0
2008,9,2,TUL,0.0,13.0
2008,9,2,ABQ,0.0,0.0
2008,9,2,ALB,0.0,0.0
2008,9,2,AUS,0.0,0.0
2008,9,2,BDL,0.0,8.0
2008,9,2,BHM,0.0,0.0
2008,9,2,BNA,0.0,0.0
2008,9,2,BUF,0.0,0.0
2008,9,2,BWI,0.0,0.0
2008,9,2,CMH,0.0,0.0
2008,9,2,DEN,0.0,0.0
2008,9,2,FLL,0.0,28.0
2008,9,2,HOU,0.0,3.0
2008,9,2,IAD,0.0,0.0
2008,9,2,IND,0.0,0.0
2008,9,2,ISP,0.0,89.0
2008,9,2,JAX,0.0,0.0
2008,9,2,LAS,0.0,0.0
2008,9,2,MHT,0.0,0.0
2008,9,2,MSY,0.0,836.0
2008,9,2,ORF,0.0,0.0
2008,9,2,PBI,0.0,30.0
2008,9,2,PIT,0.0,0.0
2008,9,2,PVD,0.0,0.0
2008,9,2,RDU,0.0,0.0
2008,9,2,SAT,0.0,0.0
2008,9,2,DAL,0.0,0.0
2008,9,2,TUS,0.0,0.0
2008,9,2,LAX,0.0,0.0
2008,9,2,OAK,0.0,0.0
2008,9,2,SAN,0.0,0.0
2008,9,3,ABQ,0.0,0.0
2008,9,3,AMA,0.0,122.0
2008,9,3,BWI,0.0,0.0
2008,9,3,DAL,0.0,15.0
2008,9,3,DEN,0.0,0.0
2008,9,3,ELP,0.0,5.0
2008,9,3,HOU,0.0,0.0
2008,9,3,LAS,0.0,0.0
2008,9,3,LAX,0.0,0.0
2008,9,3,LBB,0.0,0.0
2008,9,3,MAF,0.0,0.0
2008,9,3,MCI,0.0,147.0
2008,9,3,MCO,0.0,0.0
2008,9,3,MDW,0.0,0.0
2008,9,3,OAK,0.0,0.0
2008,9,3,PDX,0.0,0.0
2008,9,3,PHX,0.0,0.0
2008,9,3,SAN,0.0,0.0
2008,9,3,SEA,0.0,0.0
2008,9,3,SLC,0.0,0.0
2008,9,3,STL,0.0,10.0
2008,9,3,TPA,0.0,0.0
2008,9,3,TUS,0.0,0.0
2008,9,3,ALB,0.0,0.0
2008,9,3,AUS,0.0,0.0
2008,9,3,BNA,0.0,0.0
